parent,child,role
NL04-0430783,NL08-3821038,sire
NL03-1262093,NL08-3821038,dam
NL08-1669437,NL11-185876,sire
NL06-1208970,NL11-185876,dam
NL03-1284693,NL08-1669437,sire
NL07-1945997,NL08-1669437,dam
NL05-1541630,NL06-1208970,sire
NL03-1287981,NL06-1208970,dam
NL07-1183604,NL14-14044053,sire
NL09-1649333,NL14-14044053,dam
NL00-1136495,NL07-1183604,sire
NL04-1328708,NL07-1183604,dam
NL07-1183619,NL09-1649333,sire
NL05-1912566,NL09-1649333,dam
NL09-3907257,NL13-3306519,sire
NL11-3013401,NL13-3306519,dam
B99-3285031,NL09-3907257,sire
B99-3285031,NL11-3013401,sire
NL12-1470381,NL14-1823815,sire
NL12-1557329,NL14-1823815,dam
NL07-1652831,NL12-1470381,sire
NL06-2110862,NL12-1557329,sire
B11-6330256,NL13-4729274,sire
NL09-1683808,NL13-4729274,dam
B10-6224158,B11-6330256,sire
B10-6271300,B11-6330256,dam
NL03-1743138,NL09-1683808,sire
NL07-1217871,NL09-1683808,dam
DV07237-11-1601,NL13-1659727,sire
NL04-1395514,NL13-1659727,dam
B08-6293405,DV07237-11-1601,sire
B00-6178820,DV07237-11-1601,dam
NL95-5501868,NL04-1395514,sire
NL94-5602014,NL04-1395514,dam
NL09-2010686,NL15-1507025,sire
NL13-1022966,NL15-1507025,dam
NL05-0534677,NL09-2010686,dam
NL09-2010693,NL13-1022966,sire
NL10-1192901,NL13-1728856,sire
NL11-1470580,NL13-1728856,dam
NL01-1229587,NL10-1192901,sire
NL09-1970768,NL11-1470580,sire
NL09-3951616,NL13-1352197,sire
B02-6080969,B13-6090788,sire
B93-6444034,B02-6080969,sire
DV08098-07-3833,DV08098-11-117,sire
DV08098-07-3281,DV08098-11-117,dam
DV08098-99-3513,DV08098-07-3833,sire
DV08098-02-2623,DV08098-07-3833,dam
DV08098-05-6248,DV08098-07-3281,sire
DV08098-05-6039,DV08098-07-3281,dam
NL08-2020900,NL11-1014017,sire
NL06-1097230,NL08-2020900,dam
NL06-1597166,DV09581-13-1002,sire
NL05-5533086,NL06-1597166,sire
B08-2100903,NL10-1457486,sire
B05-6445624,NL10-1457486,dam
B00-6532153,B08-2100903,sire
B05-6221280,B08-2100903,dam
B98-6589622,B05-6445624,sire
B98-6574986,B05-6445624,dam
B11-1106878,NL14-1404562,sire
NL01-5163045,B11-1106878,sire
NL14-1373376,NL16-4280441,sire
NL15-1850040,NL16-4280441,dam
NL08-2021383,NL14-1373376,sire
DV00825-07-928,NL14-1373376,dam
NL07-2007621,NL15-1850040,sire
NL12-1005204,NL15-1850040,dam
NL09-1556691,NL11-1040755,sire
NL09-2090306,NL11-1040755,dam
B05-6447445,NL09-1556691,sire
NL05-1816780,NL09-1556691,dam
NL08-1869143,NL09-2090306,sire
FR08-376391,NL09-2090306,dam
NL11-1743219,NL15-1729197,sire
NL12-1617527,NL15-1729197,dam
NL08-1542572,NL11-1743219,sire
B09-6348446,NL12-1617527,sire
B10-6339973,NL12-1617527,dam
B07-6368703,B11-6177329,dam
NL14-1060080,NL15-1729287,sire
NL13-1940940,NL15-1729287,dam
NL10-1688197,NL14-1060080,sire
NL05-0530224,NL13-1940940,sire
B11-6167136,NL13-1940940,dam
B13-6043006,B15-6045320,sire
B12-6323641,B15-6159710,sire
B08-6316401,B12-6323641,sire
B08-6316427,B12-6323641,dam
B11-4306431,B16-4108305,sire
B11-4273391,B16-4108305,dam
B09-4327173,B11-4306431,sire
B05-4362295,B11-4273391,sire
NL03-091,B11-4273391,dam
B14-6298070,NL15-1896699,sire
B14-6298066,NL15-1896699,dam
B12-6321401,B14-6298070,sire
B13-6310308,B14-6298070,dam
B11-6333783,B14-6298066,sire
B13-6308479,B14-6298066,dam
DV03095-12-260,DV03095-15-1099,sire
DV3095-13-135,DV03095-15-1099,dam
DV4079-10-1934,DV03095-12-260,sire
DV9984-09-9176,DV03095-12-260,dam
DV51-11-998,DV3095-13-135,sire
NL03-4129151,DV3095-13-135,dam
NL12-1923328,NL14-1930957,sire
NL11-1050302,NL14-1930957,dam
B05-5024279,NL12-1923328,sire
B07-6363026,NL12-1923328,dam
B05-6451194,NL11-1050302,sire
B03-6086336,NL11-1050302,dam
DV01274-10-800,DV06437-14-1436,sire
B06-6405193,DV06437-14-1436,dam
DV01274-04-1241,DV01274-10-800,dam
B04-6470911,B06-6405193,sire
B03-6032888,B06-6405193,dam
B05-6381242,B11-6025176,sire
B06-6201022,B11-6025176,dam
NL10-2024399,NL13-1534244,sire
NL07-1040272,NL13-1534244,dam
NL03-1533148,NL10-2024399,sire
NL05-1759008,NL10-2024399,dam
NL10-2024399,NL13-1534243,sire
NL07-1040272,NL13-1534243,dam
B11-6108682,B14-6049829,sire
B11-6332494,B14-6049829,dam
B03-6277418,B11-6108682,sire
B06-6148105,B11-6108682,dam
B03-6277483,B11-6332494,sire
B10-6052306,B11-6332494,dam
B10-6251601,B15-6022193,sire
B11-3011022,B14-3114121,sire
B12-3112738,B14-3114121,dam
B10-3100938,B11-3011022,sire
B10-3100970,B11-3011022,dam
B11-3011101,B12-3112738,sire
B11-3115769,B12-3112738,dam
DV01553-12-0457,DV02412-15-0323,sire
DV02412-2009-0412,DV02412-15-0323,dam
B14-6059855,B16-6129286,sire
B11-6238250,B16-6129286,dam
B12-6184508,B14-6059855,sire
B09-6041023,B11-6238250,sire
B09-6041064,B11-6238250,dam
NL12-1076878,NL13-1549880,sire
NL09-1556431,NL13-1549880,dam
NL08-2049038,NL12-1076878,dam
NL05-1816706,NL09-1556431,sire
DV08857-07-403,NL09-1556431,dam
B03-6129799,NL2007-2036935,sire
B05-3185140,NL2007-2036935,dam
NL98-1512769,NL07-5729684,sire
BL90-5226682,NL98-1512769,sire
BL97-5166166,NL98-1512769,dam
B03-6129799,NL07-2036936,sire
B05-3185140,NL07-2036936,dam
NL98-1512769,NL2003-1386948,sire
NL98-1512769,NL2005-1628032,sire
CHN2008-333996,NL2008-1760940,sire
BELG2001-6255263,CHN2008-333996,sire
B01-3076095,CHN2008-333996,dam
NL98-2591135,NL2006-1295446,sire
NL98-1512865,NL2006-1295446,dam
NL2008-1760980,NL2013-1419214,sire
NL2006-2179585,NL2013-1419214,dam
NL2007-2036789,NL2008-1760980,sire
NL98-1512769,NL2006-2179585,sire
B02-6504135,NL2006-2179585,dam
NL2006-1295219,NL2008-1760994,sire
NL2005-1628902,NL2008-1760994,dam
B2005-3252513,NL2005-1628032,dam
NL2002-1897972,NL2007-2036923,sire
B2001-3076095,NL2007-2036923,dam
B92-3138647,NL2007-2036785,sire
B95-3336674,NL2007-2036785,dam
NL2004-2248536,CHN2013-29-004443,sire
CHN2012-29-077714,CHN2013-29-004443,dam
NL08-1760960,NL2004-2248536,dam
NL04-1069173,CHN2012-29-077714,sire
NL08-1760960,CHN2012-29-077714,dam
NL08-1760976,NL2012-1808024,sire
NL08-1760990,NL2012-1808024,dam
NL06-2179581,NL08-1760976,sire
DV02376-03-34,NL08-1760976,dam
NL04-1069173,NL08-1760960,sire
NL03-1387087,NL08-1760960,dam
CHN2010-29-050554,CHN2013-29-004445,sire
CHN2010-29-050554,CHN2013-29-008783,sire
CHN2011-29-009777,CHN2013-29-008783,dam
CHN2010-29-228977,CHN2010-29-050554,sire
CHN2010-29-050552,CHN2010-29-050554,dam
NL2004-2248536,CHN2013-29-008800,sire
CHN2012-29-077714,CHN2013-29-008800,dam
NL2004-2248536,CHN2014-29-008989,sire
CHN2012-29-077714,CHN2014-29-008989,dam
NL2008-1760980,NL2013-1419213,sire
NL2006-2179585,NL2013-1419213,dam
CHN2010-29-228977,CHN2014-29-000367,sire
NL2003-1386948,CHN2014-29-000367,dam
NL2004-2248536,CHN2013-29-004442,sire
CHN2012-29-077714,CHN2013-29-004442,dam
NL93-2811780,NL2005-1628510,sire
NL98-1512729,NL2005-1628510,dam
NL2008-1760976,NL2013-1419219,sire
NL2006-2179587,NL2013-1419219,dam
NL2006-2179581,NL2008-1760976,sire
NL91-2580661,NL2008-1760976,dam
B92-3138647,NL2006-2179587,sire
B95-3336674,NL2006-2179587,dam
NL07-2036789,NL08-1760980,sire
B02-3252513,NL08-1760980,dam
NL06-1295296,NL08-1760984,sire
B05-3185139,NL08-1760984,dam
CHN2011-29-053028,CHN2016-29-0000982,sire
NL2004-2248536,CHN2011-29-053028,sire
CHN2010-29-050554,CHN2013-29-130110,sire
NL2008-1760940,CHN2013-29-130110,dam
NL04-1069369,CHN2010-29-050554,sire
B01-3076095,CHN2010-29-050554,dam
B92-3138647,NL2008-1760940,sire
B95-3336674,NL2008-1760940,dam
B03-6129799,NL2007-2036936,sire
B05-3185140,NL2007-2036936,dam
NL08-1760982,NL2013-1419217,sire
NL08-1760978,NL2013-1419217,dam
NL07-2036923,NL08-1760982,sire
B04-3099144,NL08-1760982,dam
NL02-1897972,NL08-1760978,sire
B01-3076095,NL08-1760978,dam
CHN2013-29-004445,CHN2014-2--008996,sire
NL2009-1403349,CHN2014-2--008996,dam
NL2002-1897972,CHN2013-29-004445,sire
B2001-3076095,CHN2013-29-004445,dam
B92-3138647,NL2009-1403349,sire
B95-3336674,NL2009-1403349,dam
NL08-1760980,CHN2013-29-130117,sire
NL2012-1808013,CHN2013-29-130117,dam
NL06-1295296,NL2012-1808013,sire
B05-3185139,NL2012-1808013,dam
B05-3185099,NL12-1623825,dam
B92-3138647,B05-3185099,sire
B95-3336674,B05-3185099,dam
BL90-5226682,NL2007-5729680,sire
BL97-5166166,NL2007-5729680,dam
NL94-4113816,NL2007-5729685,sire
B01-3076089,NL2007-5729685,dam
NL98-1512769,NL2007-5729680,sire
NL2006-2179581,NL2013-1419210,sire
NL91-2580661,NL2013-1419210,dam
NL2007-2037040,CHN2014-32-188980,sire
NL2007-2179589,CHN2014-32-188980,dam
NL98-1512769,NL2007-2037040,sire
BL97-5166166,NL2007-2037040,dam
NL93-2811780,NL2007-2179589,sire
NL93-1386948,NL2007-2179589,dam
NL98-1512769,NL2007-5729682,sire
NL2007-2037040,CHN2014-32-188979,sire
NL2007-2179589,CHN2014-32-188979,dam
NL07-2037040,NL09-1403465,sire
NL05-1628989,NL09-1403465,dam
NL98-1512769,NL07-2037040,sire
NL05-1628994,NL07-2037040,dam
NL93-2811780,NL05-1628989,sire
NL93-1386948,NL05-1628989,dam
NL2004-2248536,CHN2016-29-0000994,sire
NL98-1512769,CHN2015-29-0011588,sire
BL97-5166166,CHN2015-29-0011588,dam
B02-3026089,NL12-1651449,sire
B01-3076129,NL12-1651449,dam
B92-3138647,B02-3026089,sire
B95-3336674,B02-3026089,dam
B88-3307763,B01-3076129,sire
B93-3010103,B01-3076129,dam
NL07-2036975,CHN2013-29-188130,dam
B94-6495178,B04-6231763178,sire
B01-6153558,B04-6231763178,dam
B10-6166377,B00-6272299,sire
B97-2076191,B00-6272299,sire
B00-6272299,B10-6166322,sire
B05-6221281,B10-6166322,dam
B97-6362086,B00-6272299,sire
B96-6307033,B00-6272299,dam
B03-6226043,B05-6221281,sire
B01-6153558,B05-6221281,dam
B04-6231730,B10-6166392,sire
B06-6154673,B10-6166392,dam
B00-6272030,B06-6154673,sire
B03-6226167,B06-6154673,dam
B04-6231763178,B10-6166377,sire
B07-6110331,B10-6166377,dam
B07-6110234,B10-6166343,sire
B05-6221288,B10-6166343,dam
B99-6151734,B07-6110234,sire
B05-6221063,B07-6110234,dam
B02-6121576,B05-6221288,sire
B91-2306167,B97-2076191,sire
B2002-3025836,NL2003-5301514,sire
NL2001-5150429,NL2003-5301514,dam
BE99-3020065,BE02-3025836,sire
BE87-3089349,BE02-3025836,dam
BE00-6141004,BE04-5081172,sire
BE02-5247865,BE04-5081172,dam
NL06-1554412,NL07-1644231,sire
BE01-3025111,NL07-1644231,dam
BE03-5161395,BE04-5234608,sire
BE02-5247878,BE04-5234608,dam
NL03-5301441,NL05-2201701,sire
B02-3025837,NL03-5301441,sire
B87-3089349,NL03-5301441,dam
NL2004-2062002,NL05-5534839,sire
NL2003-5301440,NL05-5534839,dam
B99-3151680,NL2004-2062002,sire
B97-3106500,NL2004-2062002,dam
B02-3025837,NL2003-5301440,sire
NL98-5870048,NL2003-5301440,dam
BE01-6182211,BE08-5116142,sire
BE07-5080068,BE08-5116142,dam
BE97-6523459,BE01-6182211,sire
BE95-6311264,BE01-6182211,dam
B99-5091084,BE07-5080068,dam
NL01-5150256,NL04-2061907,sire
NL99-5957871,NL04-2061907,dam
NL96-5666043,NL01-5150256,sire
NL90-5098896,NL01-5150256,dam
B96-2013439,NL99-5957871,sire
NL95-5569883,NL99-5957871,dam
BE04-3237404,NL11-1937499,sire
NL10-1891510,NL11-1937499,dam
B97-3221723,BE04-3237404,sire
B87-3089349,BE04-3237404,dam
NL08-1760981,NL10-1891510,sire
NL08-1760926,NL10-1891510,dam
NL01-2290656,NL08-1884105,sire
NL95-5592203,NL01-2290656,sire
NL85-8535638,NL01-2290656,dam
NL08-1549024,NL10-1693025,sire
B05-6233900,NL08-1549024,sire
B00-6141430,NL08-1549024,dam
NL08-1549183,NL10-1693015,sire
B07-3204324,NL08-1549183,sire
B95-3227773,NL08-1549183,dam
NL09-1195373,NL12-1623840,sire
NL02-1647196,NL09-1195373,sire
NL89-5930255,NL09-1195373,dam
NL08-1549024,NL12-1623801,sire
NL02-5236638,NL08-1549154,sire
NL92-5205136,NL02-5236638,sire
NL87-5709861,NL02-5236638,dam
NL02-1504246,NL05-1405598,sire
NL02-5236704,NL05-1405598,dam
NL94-7007312,NL02-1504246,sire
NL84-1446347,NL02-1504246,dam
NL99-2371470,NL02-5236704,sire
NL96-5666044,NL02-5236704,dam
NL06-1979423,NL08-1303017,sire
NL96-1939701,NL06-1979423,sire
NL88-2988147,NL06-1979423,dam
B97-3157176,BELG2004-3001666,sire
B02-3236477,BELG2004-3001666,dam
B91-3204047,B97-3157176,sire
B77-3064419,B97-3157176,dam
B96-3305249,B02-3236477,dam
B999-3020065,B04-3037447,sire
BE87-3089349,B04-3037447,dam
B96-2013439,NL01-5150294,sire
NL95-5569883,NL01-5150294,dam
NL95-1600079,NL04-1790907,sire
NL89-2536485,NL04-1790907,dam
NL04-1791211,NL05-1137376,dam
B94-5328252,B96-5078073,sire
B89-5338464,B96-5078073,dam
B93-5010004,B03-5071203,sire
B95-5119252,B03-5071203,dam
NL04-1073271,NL07-1829167,sire
NL06-1078593,NL07-1829167,dam
NL99-4019864,NL04-1073271,sire
NL91-2917874,NL04-1073271,dam
NL03-5301441,NL06-1078593,sire
NL03-5301440,NL06-1078593,dam
B2014-6298902,B2017-6237521,sire
B2013-6245643,B2017-6237521,dam
B2013-6221506,B2018-6098119,sire
B2017-6237521,B2018-6098119,dam
B2811-6342458,B2015-6078301,sire
B2013-6221529,B2015-6078301,dam
BE07-5035388,CHN13-17-144133,sire
BE10-4127357,CHN13-17-144133,dam
BE07-5035388,SGP13-130009,sire
CHN13-17-14133,SGP19-0190104,sire
SGP18-1860370,SGP19-0190104,dam
BELG10-3029525,SGP18-1860370,sire
BELG16-6263072,SGP18-1860370,dam
BE12-5158636,C15-01-0005053,sire
BE11-4246007,C15-01-0005053,dam
BE11-5047137,BE12-5158636,sire
BE10-5110400,BE12-5158636,dam
BE07-5035393,BE11-5047137,sire
BE07-5195006,BE11-5047137,dam
BE04-5006082,BE10-5110400,sire
BE08-5192920,BE10-5110400,dam
BE04-4181432,BE13-6273309,sire
BE09-4015222,BE13-6273309,dam
BE07-5035389,SGP13-130310,sire
NL07-1207567,SGP13-130310,dam
BE07-5035389,SGP13-130199,sire
NL07-1877787,SGP13-130199,dam
BELG10-3029525,SGP18-1860369,sire
BELG10-3029525,SGP14-140372,sire
BELG10-4127357,SGP14-140372,dam
BELG11-6341535,CHN16-01-05818,sire
NL11-1343958,CHN16-01-05818,dam
BELG07-5035389,SGP16-151195,sire
BELG07-5195092,SGP16-151195,dam
BELG08-6374779,SGP16-151670,dam
BELG07-5035389,SGP16-151603,sire
BELG08-6374779,SGP16-151603,dam
BELG07-5035389,SGP16-151671,sire
BELG08-6374779,SGP16-151671,dam
BE07-5035389,CHN13-13-035038,sire
NL09-3944172,CHN13-13-035038,dam
BE07-5035389,SGP14-140003,sire
NL09-3944172,SGP14-140003,dam
BE07-5035389,SGP14-140263,sire
SGP13-130266,SGP14-140263,dam
NL13-1219580,SGP19-0290015,sire
BELG12-6140414,SGP19-0290015,dam
BE11-4161717,NL13-1219580,sire
NL10-1667315,NL13-1219580,dam
BE07-5035389,SGP14-140402,sire
SGP13-130266,SGP14-140402,dam
BELG07-075035388,SGP14-140127,sire
BELG07-5035388,SGP14-140396,sire
BELG11-6341531,SGP14-140396,dam
CHN13-11-158878,SGP15-150270,sire
SGP13-130256,SGP15-150270,dam
BELG07-075035388,SGP16-151289,sire
SGP14-140403,SGP16-151289,dam
BELG07-5035388,SGP17-170128,sire
BELG08-5027772,SGP17-170128,dam
BELG07-5035388,SGP17-170540,sire
SGP14-140004,SGP17-170540,dam
BELG07-5035388,SGP17-170735,sire
SGP14-140004,SGP17-170735,dam
BE07-5035388,SGP16-151290,sire
SGP14-140403,SGP16-151290,dam
BE11-4161717,SGP15-150502,sire
NL09-3944172,SGP15-150502,dam
BE11-4161717,SGP150-150197,sire
NL09-3944172,SGP150-150197,dam
BELG11-4161717,SGP15-150199,sire
NL09-3944172,SGP15-150199,dam
BE10-3029525,CHN13-13-055736,sire
BE12-2035857,CHN13-13-055736,dam
BE10-2035010,BE12-2035857,sire
BE10-3179303,BE12-2035857,dam
BELG07-5035388,SGP17-170074,sire
BELG08-5027772,SGP17-170074,dam
NL12-1598460,C13-13-016413,sire
NL02-2049323,NL12-1598460,sire
NL07-1765741,NL12-1598460,dam
BE11-6341535,C13-11-158878,sire
BE02-6354241,BE11-6341535,sire
BE10-3029525,C13-13-055736,sire
BE12-2035857,C13-13-055736,dam
BE11-6265080,C13-11-158824,sire
BE09-6326192,BE12-6042596,sire
BE08-6374778,BE12-6042596,dam
NL07-2007622,NL10-1864788,sire
NL09-1375305,NL10-1864788,dam
SGP17-170544,CHN18-00-H000677,sire
BELG14-6298396,CHN18-00-H000677,dam
BE11-4161717,SGP17-170544,sire
NL10-1864788,SGP17-170544,dam
CHN13-17-144133,SGP19-0190105,sire
SGP18-1860370,SGP19-0190105,dam
SGP13-130299,CHN14-01-05586,sire
SGP12-000085,CHN14-01-05586,dam
NL13-121958,SGP19-0190066,sire
BELG12-6140414,SGP19-0190066,dam
SGP13-130009,CHN16-11-0173643,sire
NL13-1394332,SGP15-150413,sire
NL12-1784625,NL13-1394332,sire
NL12-1784574,NL13-1394332,dam
SGP13-130009,CHN16-11-0170274,sire
BELG12-6042596,CHN16-11-0170274,dam
SGP13-13-130199,CHN16-13-0037517,sire
BE11-4161717,SGP17-170095,sire
NL10-1864788,SGP17-170095,dam
B12-4278285,C2018-17-0009742,sire
C13-11-158828,C2018-17-0009742,dam
BE11-5056980,C13-11-158828,sire
BE12-6023495,C13-11-158828,dam
BE09-5052386,BE11-5056980,sire
BE10-6031772,BE12-6023495,sire
BE09-6358795,BE12-6023495,dam
BE06-4361304,BE08-4276703,sire
BE07-4027809,BE08-4276703,dam
BE05-6451851,BE12-6314335,sire
BE05-6052027,BE12-6314335,dam
SGP14-140305,CHN18-00-H000610,sire
BELG12-6042564,CHN18-00-H000610,dam
BE12-6314399,CHN16-01-00016,sire
BE11-2070451,CHN16-01-00016,dam
BE04-6202115,BE12-6314399,sire
BE07-6229162,BE12-6314399,dam
BE11-5056980,CHN13-11-158828,sire
BE12-6023495,CHN13-11-158828,dam
BELG2003-6257240,BE10-6031772,sire
BE12-6314338,CHN14-01-010004,sire
NL10-1864788,CHN14-01-010004,dam
BE07-6229033,BE12-6314338,sire
BE06-6346099,BE12-6314338,dam
BE11-4161717,SGP15-150501,sire
BE11-4161717,SGP15-150199,sire
BE11-4161717,SGP15-150197,sire
BE11-4161717,SGP15-150500,sire
BELG12-6314334,CHN16-13-0016680,sire
CHN14-13-060413,CHN16-13-0016680,dam
BELG12-6314334,CHN16-13-0016681,sire
CHN14-13-060413,CHN16-13-0016681,dam
CHN16-01-00017,CHN18-00-A000218,sire
SGP15-150270,CHN18-00-A000218,dam
BE10-3029525,BE12-3098328,sire
BE07-3068060,BE12-3098328,dam
BE07-4014480,BE13-4001081,sire
BE05-4408025,BE13-4001081,dam
BE12-6323113,C13-11-158890,sire
BE12-6042564,C13-11-158890,dam
BE03-6460062,BE12-6323113,sire
BE06-6413727,BE12-6323113,dam
BE04-6202033,BE12-6042564,sire
BE09-6326077,BE12-6042564,dam
BE08-5000573,SGP14-140011,sire
BE11-4292543,SGP14-140011,dam
SGP17-170710,SGP18-1860290,sire
BELG12-2035818,SGP18-1860290,dam
BELG12-6042460,CHN15-01-0005009,sire
CHN13-13-055736,CHN15-01-0005009,dam
BE04-5006088,SGP14-140382,dam
SGP14-140127,CHN16-01-05825,sire
BE14-6298397,CHN16-01-05825,dam
BE14-6168603,BE14-6298397,sire
BE11-6177155,BE14-6298397,dam
SGP12-000088,CHN13-13-016413,dam
NL13-1219580,CHN15-01-00539,sire
BELG12-6140414,CHN15-01-00539,dam
NL07-2007621,NL11-1912596,sire
NL10-1083069,NL11-1912596,dam
BE09-6326192,BE14-6303298,sire
BE08-6374778,BE14-6303298,dam
BE07-6229105,BE12-6314371,sire
BE08-6259134,BE12-6314371,dam
BE13-4176405,BE15-4013080,dam
BE14-6168603,BE14-6298396,sire
BE11-6177155,BE14-6298396,dam
BE08-2222675,NL14-1040669,sire
NL11-1722484,NL14-1040669,dam
BE13-6273309,BE14-2347438,sire
BE09-4015222,BE14-2347438,dam
BE13-6053068,BE14-6085156,sire
BE09-6222557,BE14-6085156,dam
NL11-3014703,NL14-1116510,sire
BE10-2007026,NL14-1116510,dam
NL11-3014703,NL14-3413349,sire
NL08-3812041,NL14-3413349,dam
NL11-3014703,NL14-3413348,sire
NL08-3812041,NL14-3413348,dam
NL11-3014703,NL14-3413332,sire
NL08-3812041,NL14-3413332,dam
NL04-5430805,NL14-1462363,sire
NL12-4703552,NL14-1462363,dam
BE09-6111726,BE14-1053400,dam
BE11-9065429,BE14-1053399,sire
BE09-6111726,BE14-1053399,dam
DV02884-07-194,NL13-1395618,sire
NL10-1864745,NL13-1395618,dam
NL11-1912507,NL12-1783767,sire
NL10-1864325,NL12-1783767,dam
BE09-6326192,BE13-6143549,sire
BE08-6259140,BE13-6143549,dam
BE96-6618311,BE09-6326192,sire
BE02-6506323,BE09-6326192,dam
BE05-6054295,BE08-6259140,sire
BE05-6054214,BE08-6259140,dam
BE11-4161717,NL14-1040426,sire
NL13-1219423,NL14-1040426,dam
BE11-4161717,NL14-1040412,sire
NL09-1138066,NL14-1040412,dam
BE11-4161717,NL14-1040410,sire
NL12-1598480,NL14-1040410,dam
BE11-4161717,NL14-1040334,sire
NL08-1268891,NL14-1040334,dam
BE11-4161717,NL14-1040324,sire
NL08-1268891,NL14-1040324,dam
BE10-4240933,BE14-6228603,sire
BE10-4231598,BE14-6228603,dam
BE11-4220607,BE13-4176402,sire
BE12-4163423,BE13-4176402,dam
BE11-4220607,BE13-4176401,sire
BE12-4163423,BE13-4176401,dam
BE11-4161717,NL13-1219630,sire
NL10-1667350,NL13-1219630,dam
BE11-4161717,NL13-1219628,sire
NL10-1667389,NL13-1219628,dam
BE11-4161717,NL13-1219549,sire
NL07-1765713,NL13-1219549,dam
BE11-4161717,NL13-1219548,sire
NL07-1765713,NL13-1219548,dam
BE05-6052111,BE13-6143765,sire
BE05-4323802,BE13-6143765,dam
BE10-6143270,BE13-6143482,dam
BE02-6354241,BE10-6143270,sire
BE08-6259143,BE10-6143270,dam
NL12-4703552,NL13-1655065,dam
NL04-1919872,NL12-4703552,sire
NL00-1211111,NL12-4703552,dam
BE11-5170096,BE12-5158660,sire
BE11-5170084,BE12-5158660,dam
BE08-5000573,BE11-5170096,sire
BE09-5026772,BE11-5170096,dam
BE05-5123179,BE11-5170084,sire
BE07-5195006,BE11-5170084,dam
BE06-4288140,BE11-4278475,sire
BE05-4344619,BE11-4278475,dam
BE03-4364134,BE06-4288140,dam
BE00-3127222,BE05-4344619,sire
BE00-3256861,BE05-4344619,dam
BE09-5026965,BE12-5158650,sire
BE09-5026800,BE12-5158650,dam
NL06-4072063,NL09-3944154,sire
NL07-2031380,NL09-3944154,dam
NL11-1911966,NL12-1783769,sire
NL11-1911962,NL12-1783769,dam
NL07-2007622,NL11-1911966,sire
NL09-1374857,NL11-1911966,dam
NL10-3054660,NL12-1783757,sire
NL09-3944172,NL12-1783757,dam
NL04-5435151,NL12-1784619,sire
NL11-1912492,NL12-1784619,dam
NL04-5435151,NL12-1784585,sire
NL09-1375422,NL12-1784585,dam
NL10-1864791,NL12-1784577,sire
NL10-1029922,NL12-1784577,dam
NL04-5435151,NL12-1784556,sire
NL11-1912492,NL12-1784556,dam
NL04-5435151,NL12-1784537,sire
NL06-1267011,NL12-1784537,dam
NL04-5435151,NL12-1784566,sire
NL07-2007848,NL12-1784566,dam
NL04-5435151,NL12-1784565,sire
NL07-2007848,NL12-1784565,dam
BE11-5047142,BE12-5158630,sire
BE11-5035527,BE12-5158630,dam
BE07-5035388,BE11-5047142,sire
BE05-5217167,BE11-5035527,sire
BE11-5047143,BE12-5158627,sire
BE11-5047141,BE12-5158627,dam
BE07-5035388,BE11-5047143,sire
BE11-3070200,BE12-2041349,sire
BE07-2051441,BE12-2041349,dam
BE10-3179304,BE12-2041348,sire
BE04-2279208,BE12-2041348,dam
BE07-6033105,BE12-6023471,sire
BE10-6031731,BE12-6023471,dam
BE08-6338642,BE12-2035883,sire
BE10-2035177,BE12-2035883,dam
BE10-2035010,BE12-2035878,sire
BE06-2147464,BE12-2035878,dam
BE10-2035010,BE12-2035854,sire
BE10-3179303,BE12-2035854,dam
BE10-3179304,BE12-2035818,sire
BE10-2035087,BE12-2035818,dam
BE08-6338642,BE10-2035087,sire
BE05-2085084,BE11-6049916,sire
BE05-6052176,BE11-6049916,dam
BE05-6054295,BE11-6226214,sire
BE05-6054214,BE11-6226214,dam
BE03-6460062,BE12-6314330,sire
BE07-6229106,BE12-6314330,dam
BE05-6052212,BE12-6042475,sire
BE08-6091121,BE12-6042475,dam
BE02-6354241,BE12-6042497,sire
BE08-6259143,BE12-6042497,dam
BE08-6259264,BE12-6042513,sire
BE06-64111972,BE12-6042513,dam
BE07-6229144,BE12-6323112,sire
BE08-6259130,BE12-6323112,dam
BE05-6052018,BE12-6314348,sire
BE08-6374778,BE12-6314348,dam
BE05-6054295,BE12-6314340,sire
BE08-6259151,BE12-6314340,dam
BE02-6354241,BE12-6042323,sire
BE08-6374778,BE12-6042323,dam
BE07-6229144,BE12-6314327,sire
BE08-6559130,BE12-6314327,dam
BE02-6354241,BE08-6559130,sire
BE05-6052111,BE12-6314393,sire
BE05-6118235,BE12-6314393,dam
BE05-6451851,BE12-6314334,sire
