img_id,father,mother,pgf,pgm,mgf,mgm
602383,,,,,,
562022,,,,,,
562021,,,,,,
562020,,,,,,
562018,,,,,,
562016,,,,,,
562015,,,,,,
538571,,,,,,
519611,,,,,,
504868,,,,,,
504844,,,,,,
504849,,,,,,
504827,,,,,,
504828,,,,,,
504830,,,,,,
504823,,,,,,
504815,,,,,,
504819,,,,,,
504821,,,,,,
504813,,,,,,
504806,,,,,,
504807,,,,,,
504801,,,,,,
504803,,,,,,
504804,,,,,,
504791,,,,,,
504776,,,,,,
504783,,,,,,
504770,,,,,,
504763,,,,,,
504755,,,,,,
504752,,,BE05-5143795,BE05-5201288,BE99-2379279,BE00-5259375
504748,,,,,,
504736,,,,,,
491522,,,,,,
496649,,,,,,
491457,,,,,,
491456,,,,,,
491454,,,,,,
491453,,,,,,
491452,,,,,,
491451,,,,,,
491450,,,,,,
491449,,,,,,
491447,,,,,,
491446,,,,,,
491445,,,,,,
491444,,,,,,
491442,,,,,,
491441,,,,,,
461080,,,,,,
461079,,,,,,
461078,,,,,,
456902,,,,,,
456900,,,,,,
456899,,,,,,
436983,,,,,,
418713,,,,,,
187356,,,,,,
284192,,,,,,
327094,,,,,,
327095,,,,,,
327097,,,,,,
327103,,,,,,
327098,,,,,,
327100,,,,,,
327102,,,,,,
409154,,,,,,
409153,,,,,,
402946,,,B94-6214211,B98-6210407,B92-6074426,B96-6223353
370760,,,,,,
402949,,,,,,
402794,,,,,,
401583,,,B93-3050364,B92-4056481,B91-3204070,B93-4139591
392554,,,,,,
392553,,,,,,
392551,,,,,,
392550,,,,,,
392548,,,,,,
392547,,,,,,
392546,,,,,,
392545,,,,,,
392544,,,,,,
392543,,,,,,
392542,,,,,,
353648,,,B07-9023004,B00-4348204,,
353627,,,,,,
353623,,,,,,
353622,,,,,,
353620,,,,,,
353616,,,,,,
353606,,,,,,
269510,,,,,,
268363,,,,,,
269455,,,,,,
271682,,,,,,
268774,,,,,,
271826,,,,,,
436823,,,,,,
269283,,,,,,
269413,,,,,,
436886,,,,,,
268357,,,,,,
269832,,,,,,
269858,,,,,,
269840,,,,,,
437257,,,,,,
269837,,,,,,
436522,,,,,,
269291,,,,,,
436839,,,,,,
269853,,,,,,
269402,,,,,,
279469,,,,,,
269835,,,,,,
268756,,,,,,
269459,,,,,,
268994,,,,,,
436380,,,,,,
269448,,,,,,
436814,,,,,,
268409,,,,,,
436808,,,,,,
268988,,,,,,
436335,,,,,,
271817,,,,,,
436811,,,,,,
436374,,,,,,
268395,,,,,,
279471,,,,,,
269463,,,,,,
436819,,,,,,
436812,,,,,,
268985,,,,,,
269012,,,,,,
268443,,,,,,
268434,,,,,,
269307,,,,,,
269469,,,,,,
436371,,,,,,
268384,,,,,,
268998,,,,,,
268992,,,,,,
268440,,,,,,
436445,,,,,,
436867,,,,,,
269315,,,,,,
269860,,,,,,
436500,,,,,,
436393,,,,,,
268392,,,,,,
436856,,,,,,
436843,,,,,,
271833,,,,,,
436826,,,,,,
269010,,,,,,
436530,,,,,,
269862,,,,,,
436517,,,,,,
436526,,,,,,
269473,,,,,,
294364,,,,,,
436888,,,,,,
436816,,,,,,
436519,,,,,,
437097,,,,,,
436810,,,,,,
436820,,,,,,
268763,,,,,,
615470,,,,,,
436436,,,,,,
436818,,,,,,
269844,,,,,,
268403,,,,,,
436366,,,,,,
436376,,,,,,
436884,,,,,,
633140,,,,,,
615472,,,,,,
615471,,,,,,
322818,,,,,,
436453,,,,,,
560005,,,,,,
436875,,,,,,
436836,,,,,,
436464,,,,,,
271827,,,,,,
633144,,,,,,
615469,,,,,,
436411,,,,,,
436417,,,,,,
436438,,,,,,
436443,,,,,,
465871,,,,,,
633137,,,,,,
338885,,,,,,
436842,,,,,,
615473,,,,,,
268754,,,,,,
633146,,,,,,
436430,,,,,,
436451,,,,,,
436486,,,,,,
465870,,,,,,
436457,,,,,,
436479,,,,,,
542291,,,,,,
436829,,,,,,
436450,,,,,,
436840,,,,,,
436525,,,,,,
268764,,,,,,
436354,,,,,,
436379,,,,,,
436384,,,,,,
268398,,,,,,
436364,,,,,,
436362,,,,,,
436828,,,,,,
436873,,,,,,
633139,,,,,,
542297,,,,,,
436855,,,,,,
542296,,,,,,
542298,,,,,,
436448,,,,,,
436883,,,,,,
615468,,,,,,
436817,,,,,,
633142,,,,,,
436416,,,,,,
436890,,,,,,
436489,,,,,,
436885,,,,,,
436877,,,,,,
436850,,,,,,
542293,,,,,,
436821,,,,,,
436508,,,,,,
465873,,,,,,
436512,,,,,,
404657,,,,,,
436372,,,,,,
436822,,,,,,
436874,,,,,,
436481,,,,,,
655411,,,,,,
436837,,,,,,
269842,,,,,,
338893,,,,,,
436423,,,,,,
436832,,,,,,
436870,,,,,,
436868,,,,,,
436378,,,,,,
436863,,,,,,
268749,,,,,,
436482,,,,,,
436449,,,,,,
298391,,,,,,
269843,,,,,,
436518,,,,,,
542290,,,,,,
436415,,,,,,
633138,,,,,,
268746,,,,,,
436521,,,,,,
269302,,,,,,
268765,,,,,,
436504,,,,,,
436847,,,,,,
436872,,,,,,
436446,,,,,,
436523,,,,,,
436866,,,,,,
338892,,,,,,
436831,,,,,,
436444,,,,,,
436848,,,,,,
436889,,,,,,
436527,,,,,,
465874,,,,,,
436880,,,,,,
436529,,,,,,
542294,,,,,,
542292,,,,,,
436882,,,,,,
436495,,,,,,
436365,,,,,,
294499,,,,,,
436412,,,,,,
436827,,,,,,
510224,,,,,,
495696,,,,,,
510201,,,,,,
190873,,,,,,
495697,,,,,,
510206,,,,,,
510204,,,,,,
432482,,,,,,
432447,,,,,,
510218,,,,,,
510222,,,,,,
190881,,,,,,
495700,,,,,,
510208,,,,,,
126765,,,,,,
495692,,,,,,
94275,,,,,,
339169,,,,,,
432481,,,,,,
190871,,,,,,
432479,,,,,,
510205,,,,,,
91884,,,,,,
510214,,,,,,
684437,,,,,,
684436,,,,,,
684435,,,,,,
673971,,,,,,
673970,,,,,,
673963,,,,,,
673962,,,,,,
654922,,,,,,
654921,,,,,,
654920,,,,,,
654919,,,,,,
640976,,,,,,
638807,,,,,,
638805,,,,,,
604767,,,,,,
602490,,,,,,
602489,,,,,,
602488,,,,,,
602486,,,,,,
567488,,,,,,
548871,,,,,,
495926,,,,,,
495392,,,,,,
342938,,,,,,
342944,,,,,,
342940,,,,,,
342948,,,,,,
343710,,,,,,
356465,,,,,,
344954,,,,,,
343628,,,,,,
343625,,,,,,
343620,,,,,,
343160,,,,,,
343153,,,,,,
343150,,,,,,
343149,,,,,,
343148,,,,,,
343147,,,,,,
343110,,,,,,
342978,,,,,,
342965,,,,,,
342963,,,,,,
342961,,,,,,
342959,,,,,,
342958,,,,,,
342957,,,,,,
342955,,,,,,
342950,,,,,,
342945,,,,,,
342936,,,,,,
342932,,,,,,
342928,,,,,,
342927,,,,,,
342922,,,,,,
339693,,,,,,
335448,,,,,,
335371,,,,,,
334519,,,,,,
334052,,,,,,
334049,,,,,,
334044,,,,,,
334040,,,,,,
334036,,,,,,
334034,,,,,,
334030,,,,,,
334027,,,,,,
334026,,,,,,
334023,,,,,,
333897,,,,,,
333855,,,,,,
333640,,,,,,
333637,,,,,,
333630,,,,,,
333629,,,,,,
333628,,,,,,
333223,,,,,,
333222,,,,,,
333219,,,,,,
333215,,,,,,
333124,,,,,,
333115,,,,,,
333106,,,,,,
16995,NL08-1174850,NL07-5705110,,,,
207286,NL08-1174850,NL07-5705110,,,,
26548,,,,,,
413584,CHN14-15-184369,CHN14-15-184297,,,,
144835,NL04-2050258,NL05-1394730,,,,
83367,NL09-1186028,NL07-1430568,,,,
27825,NL10-5000123,NL10-5000133,,,,
144836,NL05-1234916,NL08-2021350,,,,
26114,NL96-1844305,NL97-5701389,NL92-2497698,NL93-1341142,NL92-5310320,NL94-2227825
510496,DV06348-13-109,CHN2011-203924,,,,
628177,,,,,,
420242,CHN13-15-210070,CHN15-15-0120621,,,,
513704,NL11-1736843,CHN15-15-0124415,,,,
483433,,,,,,
420405,NL08-1174850,NL07-5705110,,,,
664399,,CHN2015-15-0120784,,,DV06348-13-109,CHN2011-203924
628178,,,,,,
17028,,,NL92-5310320,,B99-2017800,B95-246465
655618,CHN2016-15-0217366,CHN15-15-0124415,NL2011-5000642,NL2011-1612277,NL11-1096624,NL12-1799610
639452,CHN2016-15-0230514,CHN2016-15-0212080,CHN14-15-184369,BE13-2022005,,
510515,,,,,,
578553,CHN2014-15-195463,NL13-1239683,,,,
678572,CHN2014-195463,,,,,
672057,CHN2011-260080,CHN2017-0328865,,,,
574377,CHN13-210070,CHN15-0120621,,,,
639446,,,,,,
674914,CHN2010-203303,CHN2010,,,,
268990,NL96-1844305,NL97-5701389,NL92-2497698,NL93-1341142,NL92-5310320,NL94-2227825
678621,NL11-1407780,CHN09-15-235209,,,,
511325,CHN2014-15-184338,CHN2014-15-184278,,,,
510373,,,,,,
445692,B08-3035009,B09-3095238,,,,
445685,B12-2061184,,B01-2137150,,B92-2198165,
132464,,,,,,
673204,,GB11,,,,
674297,DV05585-09-1258,GB13,,,,
206736,,,,,,
670994,POR11-1152376,B15-4100576,POR02-2526415,POR05-5507389,B13-6139803,
574354,,,,,,
655868,NL11-1159897,CHN15-0124415,NL07-1180473,NL07-5719763,NL11-1906624,NL12-1799610
677513,NL2011-5000642,CHN2016-0337975,,,,
574369,,,,,,
190197,,,,,,
573920,,,,,,
510886,NL11-5000642,CHN2013-15-211178,,,,
574383,CHN2011-15-260080,CHN2011-15-260082,,,,
575454,,,,,,
575546,CHN2016-0337802,NL13-1239683,,,,
678544,NL11-1407780,NL11-1782104,,,,
575522,CHN2016-0337891,CHN2014-460328,,,,
573867,,,,,,
190461,NL11-1736843,NL09-1180929,,,,
578534,CHN2016-15-0235615,CHN2016-15-0235942,,,,
513877,,,,,,
510489,NL13-1239654,,,,,
672053,NL11-1736843,,,,,
664236,,,,,,
504897,CHN13-210070,CHN2013-211067,,,,
677240,,CHN2013-15-211178,,,,
573649,CHN2013-211070,CHN2013-211067,,,,
511336,,,,,,
655794,,CHN15-0120621,,,,
509958,NL13-1239268,,,,,
359759,,,,,,
508624,NL13-1239654,NL10-1682133,,,,
575224,,,,,,
673206,CHN2015-0130737,CHN2013-211178,,,,
196407,,,,,,
269702,NL09-1054581,NL09-1186592,NL98-1215842,NL04-1849869,NL06-2162375,NL02-1635264
673208,CHN2015-0130737,CHN2013-211178,,,,
483438,NL04-2050258,NL05-1394730,,,,
676583,NL11-1407780,CHN2013-211178,,,,
671484,NL11-1736843,NL11-1612276,,,,
639859,CHN2012-15-223855,NL12-2012-1799610,,,,
513864,NL2011-5000642,NL2011-1612277,,,,
578514,CHN14-15-184369,BE13-2022005,,,,
420565,NL13-1239654,CHN14-15-184109,,,,
514068,CHN14-15-184369,NL11-1782104,,,,
508455,NL08-1174850,NL07-5705110,,,,
514058,,,,,,
577330,NL11-1407780,NL11-1612276,,,,
675612,CHN2014-184369,,,,,
677751,CHN2014-15-184369,,,,,
511333,CHN14-15-184369,CHN14-15-184297,,,,
574139,,,,,,
676691,CHN2014-184369,B11-4311217,,,,
510269,,,,,,
578538,CHN2014-15-184369,B11-4311217,,,,
676685,CHN2016-0337907,B11-4311217,,,,
572123,,,,,,
574344,CHN14-15-184369,BE13-2022005,,,,
511330,CHN2013-210070,BE13-2022005,,,,
655792,CHN2014-15-184369,CHN2015-15-0120890,,,,
444521,,,,,,
509742,,,,,,
510383,NL12-1618379,NL11-1612276,,,,
655875,CHN14-15-184277,CHN2017-15-0328865,,,,
573677,,CHN2013-232569,,,,
511264,CHN2014-15-195438,CHN2014-15-034398,,,,
510366,,CHN13-15-232569,,,,
466523,NL13-1239559,,,,,
676638,CHN2015-0120792,CHN2016-0227664,,,,
678619,NL11-5000642,B11-4311217,,,,
628192,,,,,,
672055,CHN2018-0298108,CHN2016-0337998,,,,
574331,,,,,,
289337,,,,,,
677517,CHN2015-0130737,CHN2017-0349111,,,,
677582,NL2016-1019331,NL2011-1612276,,,,
572088,NL13-1239559,,,,,
573917,,,,,,
575226,,,,,,
655793,NL2013-1299268,NL2014-1071865,NL2011-1741053,NLDV06720-08-1216,NL2005-552555,NL2005-5514315
677378,,,,,,
263942,NL11-1736843,NL11-1394369,NL04-2050258,NL05-1394730,,NL07-1430568
579527,,,,,,
181865,,,B99-3020065,B00-3146013,DV97,B01-307605
444529,,,,,,
672054,,,,,,
676704,CHN2016-0337907,B11-4311217,,,,
676703,CHN2016-0337907,B11-4311217,,,,
676693,CHN2016-0212270,CHN2016-0337998,,,,
509691,NL11-5000642,CHN2009-15-235250,,,,
574380,CHN13-210070,CHN15-0120621,,,,
514083,CHN2014-15-184369,NL11-1782104,,,,
574348,CHN14-15-184369,BE13-2022005,,,,
671083,,,,,,
671082,NL04-2050258,NL05-1394730,,,,
509930,,,,,,
483305,NL99-5901735,NL05-2102009,,,,
561113,,,,,,
664340,,,,,,
628197,CHN13-15-210070,CHN15-15-0120621,,,,
511371,,CHN2015-15-0120775,,,,
510869,C08-680147,NL12-1295917,,,,
655668,CHN2016-0212235,CHN2016-0227664,NL11-1736843,NL05-1394730,,
639447,,,,,,
644842,,,,,,
639888,,,,,,
639902,,,,,,
644840,,,,,,
628193,,,,,,
639860,,,,,,
639897,,,,,,
639898,,,,,,
639887,,,,,,
639895,,,,,,
639896,,,,,,
639455,,,,,,
639858,,,,,,
628198,,,,,,
639456,,,,,,
628187,,,,,,
639448,,,,,,
639454,,,,,,
628190,,,,,,
628186,,,,,,
639450,,,,,,
658983,,,,,,
535913,,,,,,
683604,,,,,,
665307,,,,,,
658984,,,,,,
653786,,,,,,
653343,,,,,,
617422,,,,,,
617424,,,,,,
617423,,,,,,
601842,,,,,,
565041,,,,,,
549841,,,,,,
549840,,,,,,
547693,,,,,,
547691,,,,,,
546489,,,,,,
535910,,,,,,
546486,,,,,,
546483,,,,,,
535909,,,,,,
536391,,,,,,
544864,,,,,,
544863,,,,,,
544174,,,,,,
537133,,,,,,
542232,,,,,,
540894,,,,,,
537878,,,,,,
537876,,,,,,
537874,,,B2007-6363176,B2009-6040185,NL1999-9964498,DV02884-05-3
537260,,,,,,
537139,,,B2004-3230815,B2003-3241862,B2009-6248211,B2009-6248086
537131,,,,,,
536418,,,,,,
536395,,,,,,
535918,,,,,,
535917,,,,,,
535916,,,,,,
535915,,,,,,
535914,,,,,,
535912,,,,,,
664181,,,,,,
657370,,,,,,
684084,,,,,,
684082,,,,,,
683581,,,,,,
664182,,,,,,
657418,,,,,,
657417,,,,,,
656739,,,,,,
653194,,,,,,
653139,,,,,,
653138,,,,,,
649392,,,,,,
641924,,,,,,
641923,,,,,,
635466,,,,,,
626175,,,,,,
626174,,,,,,
620579,,,,,,
620475,,,,,,
620237,,,,,,
619147,,,,,,
619146,,,,,,
615421,,,,,,
615352,,,,,,
615351,,,,,,
615341,,,,,,
615228,,,,,,
615227,,,,,,
615184,,,,,,
615091,,,,,,
615078,,,,,,
615054,,,,,,
614817,,,,,,
614757,,,,,,
614536,,,,,,
614535,,,,,,
614356,,,,,,
614355,,,,,,
614299,,,,,,
614298,,,,,,
614067,,,,,,
613817,,,,,,
613762,,,,,,
613712,,,,,,
613665,,,,,,
613495,,,,,,
613494,,,,,,
613489,,,,,,
613459,,,,,,
613209,,,,,,
613195,,,,,,
613117,,,,,,
613116,,,,,,
612840,,,,,,
612825,,,,,,
612742,,,,,,
612722,,,,,,
612642,,,,,,
612639,,,,,,
612430,,,,,,
612420,,,,,,
612358,,,,,,
612353,,,,,,
612350,,,,,,
612214,,,,,,
673170,,,,,,
446522,,,,,,
512450,,,,,,
512447,,,,,,
505427,,,,,,
504899,,,,,,
447479,,,,,,
446811,,,,,,
446787,,,,,,
446518,,,,,,
604628,,,,,,
446526,,,,,,
512449,,,,,,
509499,,,,,,
446833,,,,,,
446812,,,,,,
446789,,,,,,
446533,,,,,,
607083,,,,,,
653040,,,,,,
607084,,,,,,
446896,,,,,,
505342,,,,,,
653041,,,,,,
447480,,,,,,
653042,,,,,,
505414,,,,,,
448376,,,,,,
653513,,,,,,
505596,,,,,,
504379,,,,,,
653514,,,,,,
653043,,,,,,
604630,,,,,,
446528,,,,,,
653515,,,,,,
512382,,,,,,
505875,,,,,,
504887,,,,,,
446546,,,,,,
674103,,,,,,
674102,,,,,,
674101,,,,,,
674100,,,,,,
674099,,,,,,
674098,,,,,,
674097,,,,,,
674096,,,,,,
674095,,,,,,
674094,,,,,,
674093,,,,,,
674092,,,,,,
674091,,,,,,
674090,,,,,,
674089,,,,,,
674088,,,,,,
674087,,,,,,
674086,,,,,,
674085,,,,,,
674084,,,,,,
674083,,,,,,
674082,,,,,,
674081,,,,,,
674080,,,,,,
674079,,,,,,
627779,,,,,,
636257,,,,,,
627778,,,,,,
627777,,,,,,
605801,,,,,,
604629,,,,,,
504403,,,,,,
504401,,,,,,
504399,,,,,,
504393,,,,,,
504381,,,,,,
504380,,,,,,
450773,,,,,,
450586,,,,,,
448076,,,,,,
448073,,,,,,
447798,,,,,,
446886,,,,,,
446885,,,,,,
446785,,,,,,
610603,,,,,,
524042,,,,,,
603063,,,,,,
544859,,,,,,
543706,,,,,,
538394,,,,,,
532400,,,,,,
524097,,,,,,
511596,,,,,,
473174,,,,,,
420578,,,,,,
603068,,,,,,
603065,,,,,,
603064,,,,,,
543211,,,,,,
532401,,,,,,
524043,,,,,,
473187,,,,,,
473175,,,,,,
420597,,,,,,
603069,,,,,,
543707,,,,,,
524094,,,,,,
524053,,,,,,
511591,,,,,,
473184,,,,,,
438413,,,,,,
530794,,,,,,
524054,,,,,,
511592,,,,,,
545804,,,,,,
524055,,,,,,
511593,,,,,,
473178,,,,,,
473177,,,,,,
438410,,,,,,
545814,,,,,,
524056,,,,,,
545820,,,,,,
438412,,,,,,
545821,,,,,,
473176,,,,,,
545822,,,,,,
524100,,,,,,
473186,,,,,,
545823,,,,,,
545824,,,,,,
524105,,,,,,
524030,,,,,,
545825,,,,,,
524106,,,,,,
524027,,,,,,
524107,,,,,,
524032,,,,,,
524108,,,,,,
524034,,,,,,
524109,,,,,,
524110,,,,,,
524035,,,,,,
524111,,,,,,
524036,,,,,,
524038,,,,,,
524113,,,,,,
524039,,,,,,
524917,,,,,,
524116,,,,,,
537462,,,,,,
683367,,,,,,
683365,,,,,,
683364,,,,,,
683363,,,,,,
683362,,,,,,
683361,,,,,,
683360,,,,,,
683359,,,,,,
619229,,,,,,
619228,,,,,,
619227,,,,,,
619226,,,,,,
603062,,,,,,
595078,,,,,,
595077,,,,,,
595076,,,,,,
554037,,,,,,
554036,,,,,,
552653,,,,,,
552652,,,,,,
552650,,,,,,
537461,,,,,,
524024,,,,,,
511599,,,,,,
511594,,,,,,
426803,,,,,,
426806,,,,,,
427593,,,,,,
425791,,,,,,
425795,,,,,,
567742,BELG1999-3020065,BELG2005-3185125,BELG1992-3138647,BELG1995-3336674,BELG1997-3221723,BELG2000-3070879
550627,BE06-3008003,BELG2001-3031005,B98-3158062,B00-3195099,BELG1988-3206112,BELG1996-3156104
471050,BELG2001-6455003,BELG2004-6073709,BELG1998-6160968,BELG1995-6302321,BELG2000-6141426,BELG2002-6113358
471051,BELG2010-6339953,BELG2009-6348461,BELG2001-6455003,BELG2006-6405134,BELG2001-6455003,NL2007-1817551
471052,,,,,,
469203,,BELG2001-4443227,BELG1990-4002911,BELG1990-4002926,,BELG2000-4352680
469204,,BELG2005-4045391,BELG1990-4002911,BELG1990-4002926,,BELG1995-4192444
469205,,,,,,
462723,,,,,,
462722,BELG2001,BELG2003,BELG1990,BELG1994,BELG1993,BELG2000
462720,BELG2006-2082218,BELG2004-2211623,BELG1993-2132123,BELG1998-5242527,BELG2000-2102302,BELG2002-2324581
456567,,,,,,
434596,,,,,,
433698,BELG2001-3031007,B02-3255938,,,,
433695,BE06-3008003,BELG2003-3053580,B98-3158062,B00-3195099,BELG1998-3042872,BELG1998-3042809
432298,,,,,,
430091,,,,,,
430085,,,,,,
430080,,,,,,
429313,,,,,,
427337,B01-3031065,B06-3204735,,,B98-3158062,B01-3172930
427334,BE06-3008003,B07-3153257,B98-3158062,B00-3195099,B01-3140119,B99-3199906
426925,BE06-3008003,,B98-3158062,B00-3195099,,
426908,B98-3158062,B00-3195099,B92-3233008,B93-3354340,B93-3051184,B95-3185530
426574,BE06-3008003,BELG2001-3031005,B98-3158062,B00-3195099,BELG1988-3206112,BELG1996-3156104
426570,B98-3158062,,B92-3233008,B93-3354340,,B00-3195018
426565,BE06-3008003,BELG2001-3031005,B98-3158062,B00-3195099,BELG1988-3206112,BELG1996-3156104
425864,B98-3158062,B00-3195099,B92-3233008,B93-3354340,B93-3051184,B95-3185530
657414,,,,,,
648375,,,,,,
635033,,,,,,
634397,,,,,,
634619,,,,,,
634366,,,,,,
634363,,,,,,
634355,,,,,,
646356,,,,,,
635282,,,,,,
635020,,,,,,
634743,,,,,,
634438,,,,,,
648376,,,,,,
634367,,,,,,
634365,,,,,,
646357,,,,,,
635141,,,,,,
635260,,,,,,
635179,,,,,,
634964,,,,,,
634435,,,,,,
660123,,,,,,
648378,,,,,,
635255,,,,,,
635197,,,,,,
635021,,,,,,
634723,,,,,,
657146,,,,,,
648379,,,,,,
635257,,,,,,
635243,,,,,,
634725,,,,,,
657849,,,,,,
648377,,,,,,
639929,,,,,,
635258,,,,,,
634472,,,,,,
643353,,,,,,
634450,,,,,,
646354,,,,,,
634436,,,,,,
634721,,,,,,
634722,,,,,,
655770,,,,,,
634700,,,,,,
634471,,,,,,
634706,,,,,,
634469,,,,,,
634468,,,,,,
634844,,,,,,
634467,,,,,,
634670,,,,,,
634462,,,,,,
635145,,,,,,
634671,,,,,,
634830,,,,,,
660122,,,,,,
643354,,,,,,
634877,,,,,,
640717,,,,,,
635025,,,,,,
635014,,,,,,
634970,,,,,,
634871,,,,,,
634865,,,,,,
634842,,,,,,
634841,,,,,,
634839,,,,,,
634831,,,,,,
634827,,,,,,
634822,,,,,,
634819,,,,,,
634818,,,,,,
634738,,,,,,
634726,,,,,,
634718,,,,,,
634716,,,,,,
634713,,,,,,
634678,,,,,,
634679,,,,,,
634674,,,,,,
634673,,,,,,
634470,,,,,,
634465,,,,,,
634461,,,,,,
634448,,,,,,
616753,,,,,,
616755,,,,,,
616752,,,,,,
616751,,,,,,
616750,,,,,,
616749,,,,,,
616748,,,,,,
616747,,,,,,
616746,,,,,,
616745,,,,,,
616743,,,,,,
616742,,,,,,
616739,,,,,,
616738,,,,,,
616733,,,,,,
616732,,,,,,
616731,,,,,,
616727,,,,,,
616726,,,,,,
616725,,,,,,
616724,,,,,,
616723,,,,,,
616722,,,,,,
616721,,,,,,
616720,,,,,,
616719,,,,,,
616718,,,,,,
616717,,,,,,
616716,,,,,,
616715,,,,,,
616714,,,,,,
616713,,,,,,
616712,,,,,,
616711,,,,,,
616709,,,,,,
616708,,,,,,
616707,,,,,,
616706,,,,,,
616705,,,,,,
616704,,,,,,
616703,,,,,,
616700,,,,,,
616699,,,,,,
616698,,,,,,
616697,,,,,,
616696,,,,,,
616695,,,,,,
616690,,,,,,
616689,,,,,,
616688,,,,,,
616687,,,,,,
616686,,,,,,
616685,,,,,,
616684,,,,,,
616683,,,,,,
616682,,,,,,
616681,,,,,,
616680,,,,,,
578119,B06-3008003,B09-3188087,B98-3158062,B00-3195099,B09-4280723,B06-3008013
585228,NL13-1544934,,,,DV01769-09-673,NL08-5815271
578840,B10-3047091,B11-2076039,B05-3006583,B04-3069721,B03-2183842,B05-3006565
578118,B08-6338800,B13-6321505,B00-6367169,B06-6210001,B08-6338005,B06-6210001
578117,B07-6363262,B06-6210472,B03-6086300,B05-6453372,B96-6286083,B99-6000159
664597,NL03--5301441,NL01---5150236,,,,
669180,NL05-1572337,NL03-1321203,,,,
667217,NL2007-1829134,NL2009-1871193,,,NL2003-115475,NL2007-1817923
664951,BEL2106-3138799,BEL2015-4236222,,,,
664592,B10-5031650,B13-5020961,,,,
664591,DV06720-06-477,B08-2242323,,,,
664598,,,,,,
664892,,,,,,
435018,,,,,,
668221,,,,,,
664577,,,,,,
422429,,,,,,
664607,,,,,,
664608,,,,,,
422436,,,,,,
664611,,,,,,
664630,,,,,,
664826,,,,,,
664824,,,,,,
664956,,,,,,
664822,,,,,,
664825,,,,,,
664957,,,,,,
371769,,,,,,
664963,,,,,,
664958,,,,,,
664962,,,,,,
665880,,,,,,
667219,,,,,,
667218,,,,,,
434515,,,,,,
422441,,,,,,
665881,,,,,,
669571,,,,,,
664961,,,,,,
664959,,,,,,
671951,,,,,,
432995,,,,,,
644317,,,,,,
625821,,,,,,
582560,,,,,,
626353,,,,,,
611640,,,,,,
644204,,,,,,
619767,,,,,,
643992,,,,,,
622276,,,,,,
644952,,,,,,
646057,,,,,,
651372,,,,,,
643989,,,,,,
619781,,,,,,
644318,,,,,,
646052,,,,,,
646051,,,,,,
644316,,,,,,
625637,,,,,,
644205,,,,,,
643990,,,,,,
416538,,,,,,
643947,,,,,,
627165,,,,,,
627164,,,,,,
627163,,,,,,
624903,,,,,,
624902,,,,,,
595377,,,,,,
619792,,,,,,
619785,,,,,,
619784,,,,,,
619768,,,,,,
619763,,,,,,
561305,,,,,,
606844,,,,,,
606776,,,,,,
594228,,,,,,
594226,,,,,,
493768,,,,,,
538872,,,,,,
557548,,,,,,
572427,,,,,,
582490,,,,,,
557758,,,,,,
580466,,,,,,
579385,,,,,,
532716,,,,,,
531472,,,,,,
528029,,,,,,
502655,,,,,,
452599,,,,,,
624510,,,,,,
339809,,,,,,
341606,,,,,,
428980,,,,,,
460852,,,,,,
428981,,,,,,
624597,,,,,,
341608,,,,,,
340872,,,,,,
659961,,,,,,
341609,,,,,,
624941,,,,,,
344216,,,,,,
341610,,,,,,
624640,,,,,,
341611,,,,,,
624935,,,,,,
341612,,,,,,
341613,,,,,,
664111,,,,,,
664102,,,,,,
659967,,,,,,
659968,,,,,,
562806,,,,,,
659964,,,,,,
565023,,,,,,
340878,,,,,,
562802,,,,,,
562804,,,,,,
562805,,,,,,
627440,,,,,,
627439,,,,,,
627438,,,,,,
627437,,,,,,
627436,,,,,,
627434,,,,,,
627433,,,,,,
627432,,,,,,
627431,,,,,,
627430,,,,,,
489260,,,,,,
412956,,,,,,
324479,,,,,,
489263,,,,,,
324477,,,,,,
250047,,,,,,
250027,,,,,,
489265,,,,,,
250088,,,,,,
489266,,,,,,
250104,,,,,,
489261,,,,,,
250119,,,,,,
489262,,,,,,
250142,,,,,,
250155,,,,,,
250157,,,,,,
250147,,,,,,
489306,,,,,,
250415,,,,,,
489307,,,,,,
250421,,,,,,
250429,,,,,,
250526,,,,,,
250539,,,,,,
250540,,,,,,
489297,,,,,,
250553,,,,,,
250724,,,,,,
250725,,,,,,
250726,,,,,,
489281,,,,,,
250728,,,,,,
489282,,,,,,
489283,,,,,,
250731,,,,,,
250732,,,,,,
489286,,,,,,
250734,,,,,,
489287,,,,,,
250735,,,,,,
489288,,,,,,
250736,,,,,,
250737,,,,,,
250739,,,,,,
250750,,,,,,
489274,,,,,,
250755,,,,,,
489275,,,,,,
343656,,,,,,
489276,,,,,,
250761,,,,,,
489277,,,,,,
489279,,,,,,
250831,,,,,,
489280,,,,,,
250835,,,,,,
489264,,,,,,
250843,,,,,,
489267,,,,,,
250848,,,,,,
489269,,,,,,
250861,,,,,,
250870,,,,,,
250865,,,,,,
250871,,,,,,
250875,,,,,,
250879,,,,,,
250884,,,,,,
250886,,,,,,
250889,,,,,,
250899,,,,,,
250902,,,,,,
285573,,,,,,
335496,,,,,,
335500,,,,,,
343633,,,,,,
557788,,,,,,
557789,,,,,,
557790,,,,,,
557791,,,,,,
557782,,,,,,
557783,,,,,,
557784,,,,,,
557785,,,,,,
557786,,,,,,
557787,,,,,,
