img_id,ancestor,contribution
483305,NL99-5901735,0.5
483438,NL05-1394730,0.5
483438,NL04-2050258,0.5
483583,CC98-110121,0.75
483583,GL93-8503,0.375
483583,TW95-82313,0.375
483583,CC05-385910,0.5
483583,GL96-0236,0.25
483583,TW94-111245,0.125
483583,B89-6727915,0.125
483699,B06-3131096,0.5
483699,B06-3004383,0.5
483876,B06-6411619,0.5
483876,B02-00825433,0.25
483876,B01-6387350,0.25
483876,B98-6350130,0.125
483876,B99-6448053,0.125
483876,B01-6387174,0.5
483876,B97-6597293,0.25
483876,B00-6249328,0.25
484613,B13-6027150,0.5
484613,B07-6140081,0.25
484613,B07-6140215,0.25
484613,B02-6051523,0.125
484613,B97-6101055,0.125
484613,B14-6306280,0.5
484613,B04-6208086,0.25
484613,B03-6437277,0.125
484613,B00-6032021,0.125
484613,B04-6208161,0.25
484613,B96-6100120,0.125
484613,B95-6536121,0.125
484806,B11-6329802,0.5
484806,B10-6217322,0.25
484806,B07-6140038,0.25
484806,B02-6051523,0.25
484806,B97-6101055,0.25
484806,B10-6217260,0.5
484806,B09-6240841,0.25
484806,B07-6140215,0.25
484982,NL07-5711981,0.5
484982,NL05-1191690,0.5
485273,B08-6245265,0.5
485273,B97-6362091,0.5
485273,B99-6151734,0.5
485273,B03-6226043,0.5
485274,B08-6245020,0.5
485274,B01-4174057,0.25
485274,B02-4479161,0.25
485274,B95-4148210,0.125
485274,B97-4263065,0.125
485274,B03-6226043,0.5
485274,B97-6362091,0.25
485274,B99-6151734,0.25
485348,NL06-4721098,0.5
485348,NL03-1730536,0.25
485348,NL05-1958932,0.25
485348,NL00-1210084,0.5
485348,NL98-1924683,0.25
485348,NL99-1575803,0.25
485454,B06-4008828,0.5
485454,NL01-5150212,0.5
485454,NL90-2456019,0.25
485454,NL96-8005840,0.25
486159,B06-6156133,0.5
486159,B02-6121088,0.5
486751,B09-6240724,0.5
486751,B04-6208291,0.25
486751,B05-6306314,0.25
486751,B09-6240716,0.5
486751,B06-6185409,0.25
486751,B00-6032249,0.125
486751,B99-6082046,0.125
486751,B04-6208161,0.25
486751,B96-6100120,0.125
486751,B95-6536121,0.125
486822,NL02-1187672,0.5
486822,NL04-1633561,0.5
486823,NL02-1187672,0.5
486823,NL04-1633561,0.5
486825,NL99-1853480,0.5
486825,NL98-2211800,0.5
486828,NL05-2174769,0.5
486828,NL00-1475160,0.5
486829,NL99-1853480,0.5
486829,NL98-2211800,0.5
487295,B10-6344299,0.5
487295,B08-6232634,0.25
487295,B07-6140130,0.125
487295,B02-6051523,0.0625
487295,B97-6101055,0.0625
487295,B07-6140124,0.125
487295,B08-6232613,0.25
487295,B04-6208191,0.125
487295,B94-6093632,0.375
487295,B83-6528577,0.1875
487295,B85-6392475,0.1875
487295,B02-6051773,0.5
487295,B91-6178110,0.25
487550,B09-3095237,0.5
487550,B04-3069722,0.25
487550,B02-3003592,0.25
488889,TW93-238804,0.5
488889,B86-9122830,0.25
488889,NL88-2692608,0.25
488889,CC2002-1097,0.5
488889,B82-5000628,0.25
488889,NL82-1325105,0.25
489220,B06-2094201,0.5
489220,B98-6396501,0.25
489220,B02-3003885,0.25
489409,B07-6076208,0.5
489409,B04-6276377,0.25
489409,B98-6210561,0.25
489409,B96-6223094,0.125
489409,B96-6223279,0.5
489409,B90-6669172,0.25
489409,B82-6380170,0.25
491127,B94-6214211,0.5
491127,B81-6463237,0.25
491127,B88-6318694,0.25
491150,CHN2007-01-158077,0.5
491150,B2004-6276745,0.5
491150,B94-6214211,0.25
491150,B81-6463237,0.125
491150,B88-6318694,0.125
491151,CHN2011-01-134845,0.5
491151,B2004-6276745,0.5
491151,B94-6214211,0.25
491151,B81-6463237,0.125
491151,B88-6318694,0.125
491152,CHN2013-01-081041,0.5
491152,B2004-6276745,0.5
491152,B94-6214211,0.25
491152,B81-6463237,0.125
491152,B88-6318694,0.125
491155,CHN2009-06-055848,0.5
491155,B2004-6276745,0.5
491155,B94-6214211,0.25
491155,B81-6463237,0.125
491155,B88-6318694,0.125
491185,CHN2007-01-158077,0.5
491185,B2004-6276745,0.5
491185,B94-6214211,0.25
491185,B81-6463237,0.125
491185,B88-6318694,0.125
491187,CHN2007-01-158141,0.5
491187,B2004-6276745,0.5
491187,B94-6214211,0.25
491187,B81-6463237,0.125
491187,B88-6318694,0.125
491188,CHN2007-01-158141,0.5
491188,B2004-6276745,0.5
491188,B94-6214211,0.25
491188,B81-6463237,0.125
491188,B88-6318694,0.125
491189,CHN2007-01-158141,0.5
491189,B2004-6276745,0.5
491189,B94-6214211,0.25
491189,B81-6463237,0.125
491189,B88-6318694,0.125
491193,CHN2007-01-158141,0.5
491193,B2004-6276745,0.5
491193,B94-6214211,0.25
491193,B81-6463237,0.125
491193,B88-6318694,0.125
491194,CHN2007-01-158141,0.5
491194,B2004-6276745,0.5
491194,B94-6214211,0.25
491194,B81-6463237,0.125
491194,B88-6318694,0.125
491195,CHN2007-01-158141,0.5
491195,B2004-6276745,0.5
491195,B94-6214211,0.25
491195,B81-6463237,0.125
491195,B88-6318694,0.125
491197,B04-6121232,0.5
491197,B02-6261256,0.25
491197,B02-6483633,0.25
491197,B06-6086604,0.5
491197,B01-6470167,0.25
491197,B99-6479272,0.125
491197,B95-6282038,0.125
491197,B97-6549507,0.25
491197,B94-6561649,0.125
491197,B93-6095331,0.125
491198,CHN2012-01-858135,0.5
491198,B11-6174516,0.5
491199,CHN2009-01-650670,0.5
491199,CHN2013-01-858017,0.5
491199,CHN2012-01-858135,0.25
491199,B11-6174516,0.25
491201,B11-6177331,0.5
491201,B11-6174516,0.5
491668,CHN13-10-788873,0.75
491668,CHN14-11-085303,0.5
492667,B12-6321646,0.5
492667,B07-6369518,0.25
492667,B07-6043923,0.25
492667,B10-6359182,0.5
492667,B07-6379888,0.25
492667,NL08-2048857,0.25
492667,NL02-2173518,0.125
492667,NL98-5821470,0.125
492667,NL97-2252940,0.0625
492667,NL96-8022870,0.03125
492667,NL92-53103641995,0.03125
492667,NL97-2253103,0.0625
492667,B96-6286060,0.03125
492667,NL88-2763998,0.03125
493178,B13-6221425,0.5
493178,B08-6091122,0.25
493178,B10-6251585,0.5
493178,B02-6315014,0.375
493178,B03-6277418,0.25
493178,B98-6216290,0.125
493180,B10-6251601,0.5
493180,B02-6315014,0.3125
493180,B04-6472084,0.25
493180,B01-6380175,0.125
493180,B03-6277418,0.125
493180,B98-6216290,0.0625
493787,CHN13-26-028822,0.5
493787,B13-3160860,0.5
493787,B06-3008003,0.25
493787,B00-3195099,0.125
493787,B95-3185530,0.0625
493787,B93-3051184,0.0625
493787,B98-3158062,0.125
494217,B11-6177331,0.5
494217,B11-6174516,0.5
494285,B08-6112844,0.5
494285,B06-6086604,0.5
494285,B01-6470167,0.25
494285,B99-6479272,0.125
494285,B95-6282038,0.125
494285,B97-6549507,0.25
494285,B94-6561649,0.125
494285,B93-6095331,0.125
494286,CHN2012-01-858135,0.5
494286,B11-6174516,0.5
494464,B12-5029018,0.5
494464,B09-5154104,0.25
494464,B07-5050208,0.25
494464,B13-5096149,0.5
494464,B12-6321646,0.25
494464,B07-6369518,0.125
494464,B07-6043923,0.125
494464,B12-6123556,0.25
494819,B14-6175955,0.5
494819,B11-6289620,0.25
494819,B04-6208161,0.25
494819,B96-6100120,0.125
494819,B95-6536121,0.125
494819,B07-6140214,0.5
494819,B02-6051523,0.25
494819,B97-6101055,0.25
494989,CHN09-01-670388,0.5
494989,CHN99-09-006143,0.5
495847,CHN13-26-028822,0.5
495847,B13-3160860,0.5
495847,B06-3008003,0.25
495847,B00-3195099,0.125
495847,B95-3185530,0.0625
495847,B93-3051184,0.0625
495847,B98-3158062,0.125
495862,CHN13-26-028822,0.5
495862,B13-3160860,0.5
495862,B06-3008003,0.25
495862,B00-3195099,0.125
495862,B95-3185530,0.0625
495862,B93-3051184,0.0625
495862,B98-3158062,0.125
496331,CHN15-03-1307231,0.5
496331,CHN13-26-028822,0.25
496331,B13-3160860,0.25
496331,B06-3008003,0.125
496331,B00-3195099,0.0625
496331,B95-3185530,0.03125
496331,B93-3051184,0.03125
496331,B98-3158062,0.0625
496331,BELG2012-6307262,0.5
496475,B08-6245136,0.5
496475,B01-6153998,0.25
496475,B03-6226043,0.25
496475,B97-6362091,0.125
496475,B99-6151734,0.125
496475,B08-6245182,0.5
496475,B93-5188111,0.25
496475,B94-6495178,0.25
496488,B06-2094541,0.5
496488,B95-6649143,0.25
496488,B99-6143862,0.25
496495,B03-9007138,0.5
496495,B94-9080023,0.25
496495,B97-9129061,0.25
496499,B04-6467302,0.5
496499,B97-6270490,0.25
496499,B93-6681396,0.25
496499,B00-6548780,0.5
496499,B93-6491172,0.25
496499,B91-6685040,0.25
496509,B04-6369313,0.5
496509,B02-6499857,0.25
496509,B95-6316522,0.25
496509,B89-6040787,0.125
496509,B99-6185683,0.5
496509,B95-6637008,0.25
496509,B95-6316476,0.25
496514,B99-6552439,0.5
496514,B94-6434010,0.25
496514,B92-6606146,0.25
496514,B01-6262975,0.5
496514,B97-6270490,0.25
496514,B93-6681316,0.25
496519,B03-6467331,0.5
496519,B95-6637008,0.25
496519,B95-6316476,0.25
496519,B96-6445235,0.5
496519,B94-6434988,0.25
496519,B95-6316522,0.25
496519,B89-6040787,0.125
496520,B04-6369209,0.5
496520,B96-6406776,0.25
496520,B96-6490451,0.25
496520,B02-6298957,0.5
496520,B01-6519919,0.25
496520,B00-6652466,0.125
496520,B99-6169909,0.125
496520,B95-6316539,0.25
496526,B06-8030517,0.5
496526,B97-2222852,0.25
496526,B98-9159660,0.25
496526,B09-8007453,0.5
496526,B06-802879611,0.25
496526,B06-439138,0.25
497239,CHN13-26-028822,0.5
497239,B13-3160860,0.5
497239,B06-3008003,0.25
497239,B00-3195099,0.125
497239,B95-3185530,0.0625
497239,B93-3051184,0.0625
497239,B98-3158062,0.125
497285,CHN2014-06-167424,0.5
497285,CHN2014-06-167337,0.5
497285,NL08-1548996,0.25
497285,NL03-5301440,0.125
497285,NL01-2386190,0.125
497285,NL08-1548954,0.25
497337,CHN2015-06-0367468,0.5
497337,B2010-6052136,0.25
497337,B2009-3172925,0.25
497337,B07-3182025,0.125
497337,B07-3182009,0.125
497337,CHN2014-06-167508,0.5
498192,B2008-2110294,0.5
498192,B2005-2257311,0.25
498192,B2005-2257352,0.25
498192,B2006-2042512,0.5
498192,B2005-2062059,0.25
498192,B2000-2394434,0.25
498199,NL2013-1239323,0.5
498199,NL2006-2162253,0.25
498199,NL2003-1135462,0.125
498199,NL2003-1135318,0.125
498199,NL2003-1135475,0.25
498199,NL2002-1635264,0.1875
498199,NL1995-1941948,0.125
498199,NL2011-1740912,0.5
498199,NL2008-1537203,0.25
498199,NL2007-1817852,0.125
498199,NL2007-1817880,0.125
498199,NL2009-1186313,0.25
498199,NL2007-1817907,0.125
498199,NL2004-2050252,0.0625
498199,NL2003-1103686,0.0625
498199,NL2008-1537236,0.125
498199,NL2001-1886517,0.0625
498204,CHN2009-01-981112,0.5
498204,CHN2005-01-502380,0.25
498204,B2007-5067344,0.25
498204,B2000-4065880,0.125
498204,B1998-4184729,0.0625
498204,B1998-3024841,0.0625
498204,B2001-6182211,0.125
498204,B1998-5296409,0.0625
498204,B1997-6523459,0.0625
498204,CHN2008-01-968616,0.5
498204,B2001-2335676,0.25
498204,B1998-2398266,0.25
498204,B1994-5314930,0.125
498204,B1991-5248546,0.0625
498204,B1991-5248516,0.0625
498204,B1995-2363122,0.125
498204,B1990-2523263,0.0625
498204,B1987-3190166,0.0625
498206,CHN2009-01-803709,0.5
498206,B2003-5071602,0.5
498206,B1997-5166412,0.25
498206,B2001-5010172,0.25
498206,B1998-2398266,0.25
498206,B1994-5314930,0.125
498206,B1991-5248546,0.0625
498206,B1991-5248516,0.0625
498206,B1995-2363122,0.125
498206,B1990-2523263,0.0625
498206,B1987-3190166,0.0625
498206,CHN2009-01-222586,0.5
498206,CHN2006-01-020578,0.25
498208,CHN2008-01-968609,0.5
498208,B2003-5071602,0.25
498208,B1997-5166412,0.125
498208,B2001-5010172,0.125
498208,B1998-2398266,0.25
498208,B1994-5314930,0.125
498208,B1991-5248546,0.0625
498208,B1991-5248516,0.0625
498208,B1995-2363122,0.125
498208,B1990-2523263,0.0625
498208,B1987-3190166,0.0625
498208,CHN2007-01-480762,0.5
498716,CHN13-26-028822,0.5
498716,B13-3160860,0.5
498716,B06-3008003,0.25
498716,B00-3195099,0.125
498716,B95-3185530,0.0625
498716,B93-3051184,0.0625
498716,B98-3158062,0.125
499018,CHN2012-11-071285,0.5
499018,CHN2014-19-313330,0.5
501629,CC2008-080133,0.5
501629,B94-9080164,0.25
501629,B88-65822,0.25
501629,CC02-286352,0.5
501629,B88-28221,0.25
501629,B88-8901,0.25
501641,TW04-65814,0.5
501641,B93-13188,0.25
501641,B88-65822,0.25
501641,WN03-030504,0.5
501641,TW94-111234,0.25
501641,B90-50072,0.25
502312,B06-2094655,0.5
502312,B04-2294930,0.25
502312,B97-2076286,0.125
502312,B92-6337535,0.125
502312,B04-2294976,0.25
502312,B08-207817,0.5
502312,B06-2073135,0.25
502312,B05-2136760,0.25
502470,CHN03-15-120385,0.75
502470,CHN2009-15-226226,0.5
502470,T03-343463,0.25
502800,B09-4280757,0.5
502800,B08-4281517,0.25
502800,B05-2076701,0.125
502800,B06-4377103,0.125
502800,B08-4281576,0.25
502800,B96-4391939,0.1875
502800,B02-3003538,0.125
502800,B94-3237043,0.0625
503105,B09-6253817,0.5
503105,B12-6053174,0.5
503105,B08-6078876,0.25
503105,B04-6293507,0.25
503412,CHN2001-26-000619,0.5
503412,B88-6603937,0.25
503412,B91-6227403,0.25
503412,CHN2002-26-186867,0.5
503412,NL93-2733029,0.25
503412,NL96-5664751,0.25
504612,B06-6405133,0.5
504612,B00-6440232,0.25
504612,B97-6210632,0.125
504612,B95-6303932,0.125
504612,B01-6455003,0.25
504612,B95-6302321,0.125
504612,B98-6160968,0.125
504669,BELG2007-6033110,0.5
504669,BELG1998-6335690,0.5
504897,CHN2013-211067,0.5
504897,CHN13-210070,0.5
50491,CHN02-09-220641,0.5
505099,NL10-1839111,0.5
505099,NL05-4004811,0.25
505099,NL02-2173502,0.25
505099,CHN10-02-168520,0.5
506762,B11-6219371,0.5
506762,B03-6485765,0.25
506762,B91-6227405,0.125
506762,B97-6592444,0.125
506762,B10-6358515,0.25
506764,B11-6219371,0.5
506764,B03-6485765,0.25
506764,B91-6227405,0.125
506764,B97-6592444,0.125
506764,B10-6358515,0.25
506765,B11-6219371,0.5
506765,B03-6485765,0.25
506765,B91-6227405,0.125
506765,B97-6592444,0.125
506765,B10-6358515,0.25
507028,B03-6358232,0.5
507028,B09-6130017,0.5
507028,B06-6156133,0.25
507028,B02-6121088,0.25
507029,B03-6358232,0.5
507029,B09-6130017,0.5
507029,B06-6156133,0.25
507029,B02-6121088,0.25
507033,B11-6263259,0.5
507033,B09-6130017,0.5
507033,B06-6156133,0.25
507033,B02-6121088,0.25
507034,B11-6263259,0.5
507034,B09-6130017,0.5
507034,B06-6156133,0.25
507034,B02-6121088,0.25
507215,B07-6369523,0.5
507215,B01-6096237,0.25
507215,B03-6192564,0.25
507215,B00-6141430,0.125
507215,B00-6549576,0.125
507215,B07-6043938,0.5
507215,B03-6192276,0.25
507215,B02-6113220,0.25
507215,B00-6440232,0.125
507215,B97-6210632,0.0625
507215,B95-6303932,0.0625
507215,B00-6141444,0.125
507222,CHN14-01-1218886,0.5
507222,AU10-606,0.25
507228,B13-5061628,0.5
507228,B10-5120015,0.25
507228,NL07-1897803,0.125
507228,B06-5048411,0.125
507228,B08-5049560,0.25
507228,B04-5071388,0.125
507228,B04-5071303,0.125
507228,CHN14-01-1218844,0.5
507228,NL07-1183432,0.375
507228,B02-6175791,0.1875
507228,B97-6162118,0.140625
507228,B99-6381018,0.09375
507228,B94-6336112,0.046875
507228,B04-6177653,0.1875
507228,B98-6421220,0.09375
507228,B99-2396264,0.09375
507228,CHN13-01-916118,0.25
507228,CHN11-04-757775,0.125
507228,DV07-08857-401,0.0625
507228,NL05-1936842,0.03125
507228,NL99-2308215,0.03125
507228,NL95-1091674,0.015625
507228,NL98-5821416,0.015625
507228,B09-6047528,0.0625
507240,B14-2060175,0.5
507240,B12-5047095,0.25
507240,B11-5140870,0.25
507282,B13-5061628,0.5
507282,B10-5120015,0.25
507282,NL07-1897803,0.125
507282,B06-5048411,0.125
507282,B08-5049560,0.25
507282,B04-5071388,0.125
507282,B04-5071303,0.125
507282,B08-6065518,0.5
507282,B05-6038424,0.25
507282,B94-6081498,0.125
507282,B02-6035319,0.125
507282,B98-6085234,0.25
507282,B94-6388921,0.125
507282,B96-6049909,0.125
507304,B10-6164048,0.5
507304,B07-6114000,0.25
507304,B07-6112307,0.25
507304,B12-6298776,0.5
507304,B10-6224140,0.25
507304,B05-6280088,0.25
507487,B06-2082083,0.5
507487,B05-2143388,0.25
507487,B92-2198165,0.25
507487,B91-6437358,0.125
507487,B83-2350199,0.125
507487,B06-2082300,0.5
507487,B01-3076096,0.25
507487,B94-2061350,0.25
507733,B00-6240105,0.5
507733,B99-6252346,0.25
507733,B99-6252356,0.25
507733,B99-6260005,0.5
507733,B93-6097246,0.25
507733,B94-6652880,0.25
507798,CHN2011-11-050954,0.5
507798,CHN2015-09-0344583,0.5
507798,CHN13-10-788873,0.25
507804,CHN2012-11-015539,0.5
507804,BELG2004-4433021,0.25
507804,B01-4489665,0.125
507804,DV01063-14-710,0.5
507859,B14-3067141,0.5
507859,B04-3069721,0.25
507859,B98-3158062,0.125
507859,B05-3006583,0.25
507859,B94-3237367,0.125
507859,B13-3056024,0.5
507859,B09-3095175,0.25
507874,B14-3067141,0.5
507874,B04-3069721,0.25
507874,B98-3158062,0.125
507874,B05-3006583,0.25
507874,B94-3237367,0.125
507874,B13-3056024,0.5
507874,B09-3095175,0.25
507888,B11-3170456,0.5
507888,B06-3008011,0.25
507888,B00-3076246,0.25
507888,B96-3156104,0.125
507888,B91-3204220,0.0625
507888,B90-3119120,0.0625
507888,B88-3206112,0.125
507888,B87-3008002,0.0625
507888,B81-3238253,0.0625
507888,B03-9021198,0.5
507888,B99-9128001,0.25
507888,B98-9147146,0.25
507911,NL08-1402874,0.5
507911,NL04-1559375,0.25
507911,NL01-1707322,0.25
507911,NL02-5229564,0.5
507911,NL95-5559347,0.25
507911,NL90-2256086,0.25
508245,B04-6307259,0.5
508245,B97-6407575,0.25
508245,B09-6111676,0.5
508245,B01-769000275,0.25
508245,B03-6257134,0.25
508245,B02-6379072,0.125
508246,B08-2021004,0.5
508246,B04-2182155,0.25
508246,B09-6111676,0.5
508246,B01-769000275,0.25
508246,B03-6257134,0.25
508246,B02-6379072,0.125
508455,NL07-5705110,0.5
508455,NL08-1174850,0.5
508624,NL10-1682133,0.5
508624,NL13-1239654,0.5
508688,B02-3236477,0.5
508688,B96-3305249,0.25
508688,B97-3157176,0.5
508688,B77-3064419,0.25
508688,B91-3204047,0.25
508692,NL06-1979423,0.5
508692,NL88-2988147,0.25
508692,NL96-1939701,0.25
508698,NL02-5236704,0.5
508698,NL96-5666044,0.25
508698,NL99-2371470,0.25
508698,NL02-1504246,0.5
508698,NL84-1446347,0.25
508698,NL94-7007312,0.25
508701,NL02-5236638,0.5
508701,NL87-5709861,0.25
508701,NL92-5205136,0.25
508712,NL09-1195373,0.5
508712,NL89-5930255,0.25
508712,NL02-1647196,0.25
508715,NL08-1549183,0.5
508715,B95-3227773,0.25
508715,B07-3204324,0.25
508719,NL08-1549024,0.5
508719,B00-6141430,0.25
508719,B05-6233900,0.25
508790,NL01-2290656,0.5
508790,NL85-8535638,0.25
508790,NL95-5592203,0.25
508792,NL10-1891510,0.5
508792,NL08-1760926,0.25
508792,NL08-1760981,0.25
508792,BE04-3237404,0.5
508792,B87-3089349,0.25
508792,B97-3221723,0.25
508794,NL99-5957871,0.5
508794,NL95-5569883,0.25
508794,B96-2013439,0.25
508794,NL01-5150256,0.5
508794,NL90-5098896,0.25
508794,NL96-5666043,0.25
508797,BE07-5080068,0.5
508797,B99-5091084,0.25
508797,BE01-6182211,0.5
508797,BE95-6311264,0.25
508797,BE97-6523459,0.25
508810,NL03-5301441,0.5
508810,B87-3089349,0.25
508810,B02-3025837,0.25
509198,B08-6175028,0.5
509198,B04-6300880,0.25
509198,B04-6300833,0.25
509198,B08-6175181,0.5
509198,B02-6186032,0.25
509198,B01-6351574,0.25
509203,B08-6175028,0.5
509203,B04-6300880,0.25
509203,B04-6300833,0.25
509203,B08-6175181,0.5
509203,B02-6186032,0.25
509203,B01-6351574,0.25
509691,CHN2009-15-235250,0.5
509691,NL11-5000642,0.5
509691,NL10-5000133,0.25
509691,NL10-5000123,0.25
509887,NL08-1101403,0.5
509887,NL07-1371677,0.25
509887,NL07-1371589,0.25
509887,NL10-1529196,0.5
509887,NL07-5713891,0.25
509893,NL13-1801849,0.5
509893,NL08-1100856,0.25
509893,NL09-1833868,0.25
509893,NL10-1533096,0.5
509893,NL09-2068622,0.25
509896,NL04-1896031,0.5
509896,NL96-2091350,0.25
509896,NL01-1695110,0.25
509896,NL02-5229564,0.5
509896,NL95-5559347,0.25
509896,NL90-2256086,0.25
509909,B05-3085502,0.5
509909,B01-3194365,0.25
509909,B05-3121955,0.25
509909,B06-3148314,0.5
509909,B04-3099034,0.25
509909,B01-3076022,0.125
509909,B95-3263118,0.125
509909,B05-5143844,0.25
509958,NL13-1239268,0.5
510025,B10-6251584,0.5
510025,NL08-1628683,0.25
510025,B07-6022478,0.25
510025,B11-6332491,0.5
510025,B10-6052493,0.25
510025,B03-6277418,0.25
510025,B02-6315014,0.125
510025,B98-6216290,0.125
510043,B04-6472084,0.5
510043,B01-6380175,0.25
510043,B03-6277418,0.25
510043,B02-6315014,0.125
510043,B98-6216290,0.125
51022,B91-3339670,0.5
51022,B88-3206112,0.5
51022,B87-3008002,0.25
51022,B81-3238253,0.25
510220,CHN2012-09-270625,0.5
510220,CHN09-26-183046,0.25
510220,CHN05-26-160120,0.5
510220,CHN13-26-185751,0.5
510220,NL99-4300530,0.25
510383,NL11-1612276,0.5
510383,NL09-1186592,0.25
510383,NL02-1635264,0.125
510383,NL06-2162375,0.125
510383,NL09-1054581,0.25
510383,NL04-1849869,0.125
510383,NL98-1215842,0.125
510383,NL12-1618379,0.5
510489,NL13-1239654,0.5
510496,CHN2011-203924,0.5
510496,DV06348-13-109,0.5
510798,NL06-2059023,0.5
510798,NL02-5229548,0.25
510798,NL97-1292630,0.25
510798,NL07-5713925,0.5
510798,NL05-1239910,0.25
510798,NL04-1897022,0.125
510798,NL01-1695110,0.125
510798,NL06-5617007,0.25
510798,NL03-5332698,0.125
510798,NL05-2180912,0.125
510825,NL07-5713898,0.5
510825,NL04-1896031,0.25
510825,NL96-2091350,0.125
510825,NL01-1695110,0.125
510825,NL02-5229564,0.25
510825,NL95-5559347,0.125
510825,NL90-2256086,0.125
510864,NL06-5616997,0.5
510864,NL00-1766556,0.25
510864,NL99-5949577,0.25
510864,NL07-5713890,0.5
510864,NL05-1246083,0.25
510864,NL04-1896031,0.125
510864,NL96-2091350,0.0625
510864,NL01-1695110,0.0625
510864,NL02-5229564,0.125
510864,NL95-5559347,0.0625
510864,NL90-2256086,0.0625
510864,NL99-5949561,0.25
510864,NL93-2437240,0.125
510864,NL93-5366432,0.125
510865,NL07-5713898,0.5
510865,NL04-1896031,0.25
510865,NL96-2091350,0.125
510865,NL01-1695110,0.125
510865,NL02-5229564,0.25
510865,NL95-5559347,0.125
510865,NL90-2256086,0.125
510865,NL07-1672222,0.5
510865,NL04-1896803,0.25
510865,NL01-1707553,0.25
510866,NL05-1220256,0.5
510866,NL07-5713976,0.5
510866,NL06-2058445,0.25
510866,NL99-5949577,0.25
510869,NL12-1295917,0.5
510869,C08-680147,0.5
510886,CHN2013-15-211178,0.5
510886,NL11-5000642,0.5
510886,NL10-5000133,0.25
510886,NL10-5000123,0.25
511307,B04-6472084,0.5
511307,B01-6380175,0.25
511307,B03-6277418,0.25
511307,B02-6315014,0.125
511307,B98-6216290,0.125
511330,BE13-2022005,0.5
511330,CHN2013-210070,0.5
511333,CHN14-15-184297,0.5
511333,CHN14-15-184369,0.5
511333,NL07-5705110,0.25
511333,NL08-1174850,0.25
511372,B09-2056786,0.5
511372,B05-2094480,0.25
511372,B00-2407581,0.25
511372,B05-2181562,0.5
511372,E00-5259375,0.25
511372,B99-2379279,0.25
51161,NL97-2253106,0.5
51161,B96-6286060,0.25
51161,NL88-2763998,0.25
51161,B06-6154533,0.5
51161,B02-6121605,0.25
511926,B07-3207655,0.5
511926,B00-3124013,0.25
511926,B99-3020065,0.25
511926,B95-3336674,0.125
511926,B92-3138672,0.0625
511926,B89-3160827,0.0625
511926,B92-3138647,0.125
511926,B87-3089349,0.0625
511926,B88-3307763,0.0625
511926,B03-3131030,0.5
511926,B99-3020098,0.25
511926,B98-3194036,0.25
511937,B07-3141520,0.5
511937,B01-3076050,0.25
511937,B98-3194039,0.25
511937,B07-3090004,0.5
511937,B02-3107044,0.25
511937,B05-4266001,0.25
511957,NL07-1992335,0.5
511957,NL98-9881212,0.25
511957,NL00-0000000,0.125
511957,NL01-2110695,0.25
511957,NL00-0080535,0.125
511957,NL00-2202571,0.125
511957,NL07-1992331,0.5
511957,NL99-1123706,0.25
511957,NL97-1772089,0.125
511957,NL98-1441279,0.125
511958,NL98-9881212,0.5
511958,NL00-0000000,0.25
511958,NL01-2110695,0.5
511958,NL00-0080535,0.25
511958,NL00-2202571,0.25
511966,NL99-1123706,0.5
511966,NL97-1772089,0.25
511966,NL98-1441279,0.25
512202,B04-2018501,0.5
512202,B03-2001819,0.25
512202,B98-2436672,0.25
512202,B93-5288924,0.125
512202,B91-5268690,0.125
512202,B05-2046775,0.5
512202,B95-5084577,0.25
512202,D03661-94-100,0.25
512203,B02-2060716,0.5
512203,B94-5328517,0.25
512203,B02-2326424,0.5
512203,B97-2378786,0.25
512203,B85-6580826,0.25
512203,DV03661-93-400,0.125
512203,B98-2425539,0.25
512203,D03661-94-100,0.125
512204,B05-2046758,0.5
512204,B04-2018544,0.25
512204,B03-2035944,0.25
512204,B98-2425539,0.5
512204,B85-6580826,0.25
512204,D03661-94-100,0.25
512428,B11-2101195,0.5
512428,B08-2239338,0.25
512429,B09-3040149,0.5
512429,B08-3037512,0.25
512429,B06-2158233,0.25
512549,B07-5168513,0.5
512549,B06-3010257,0.5
512549,B05-3057716,0.25
512549,B00-3205376,0.25
512820,NL12-1137157,0.5
512905,B09-2054247,0.5
513077,B08-3005155,0.5
513077,DE01-831005,0.25
513077,B04-3002681,0.25
513077,B04-3002584,0.5
513077,B97-3301433,0.25
513077,B95-3336619,0.25
513425,CHN2009-06-189135,0.5
513425,CHN2008-06-094995,0.25
513425,CHN2011-05-508079,0.5
513425,BELG2008-6245264,0.25
513425,BELG2009-6130636,0.25
513454,CHN2009-06-189135,0.5
513454,CHN2008-06-094995,0.25
513454,CHN2011-05-508079,0.5
513454,BELG2008-6245264,0.25
513454,BELG2009-6130636,0.25
513599,NL08-1413840,0.5
513599,NL02-1182556,0.25
513599,NL04-1628744,0.25
513599,NL06-2034324,0.5
513599,NL05-2170406,0.25
513599,NL99-1846611,0.25
513600,B04-6095495,0.5
513600,B02-6183731,0.25
513600,B95-6368251,0.125
513600,B97-6423539,0.125
513600,B94-6323005,0.25
513600,B05-6336511,0.5
513600,B99-6438039,0.25
513600,B04-6095407,0.25
513601,NL10-1129981,0.5
513601,B05-5534893,0.25
513601,B04-2062112,0.25
513601,NL10-1688555,0.5
513601,NL07-1821617,0.25
513601,B05-6045565,0.25
513601,B00-6440232,0.1875
513601,B97-6210632,0.09375
